2023-11-05 10:33:35,774 INFO    StreamThr :2477704 [internal.py:wandb_internal():86] W&B internal server running at pid: 2477704, started at: 2023-11-05 10:33:35.773379
2023-11-05 10:33:35,775 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: status
2023-11-05 10:33:35,780 INFO    WriterThread:2477704 [datastore.py:open_for_write():85] open: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/run-rid3xjfh.wandb
2023-11-05 10:33:35,781 DEBUG   SenderThread:2477704 [sender.py:send():380] send: header
2023-11-05 10:33:35,823 DEBUG   SenderThread:2477704 [sender.py:send():380] send: run
2023-11-05 10:33:35,832 INFO    SenderThread:2477704 [sender.py:_maybe_setup_resume():759] checking resume status for None/YOLOR/rid3xjfh
2023-11-05 10:33:36,842 INFO    SenderThread:2477704 [dir_watcher.py:__init__():211] watching files in: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files
2023-11-05 10:33:36,842 INFO    SenderThread:2477704 [sender.py:_start_run_threads():1122] run started: rid3xjfh with start time 1699160615.776285
2023-11-05 10:33:36,856 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: check_version
2023-11-05 10:33:36,857 DEBUG   SenderThread:2477704 [sender.py:send_request():407] send_request: check_version
2023-11-05 10:33:37,111 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: run_start
2023-11-05 10:33:37,115 DEBUG   HandlerThread:2477704 [system_info.py:__init__():32] System info init
2023-11-05 10:33:37,115 DEBUG   HandlerThread:2477704 [system_info.py:__init__():47] System info init done
2023-11-05 10:33:37,115 INFO    HandlerThread:2477704 [system_monitor.py:start():181] Starting system monitor
2023-11-05 10:33:37,115 INFO    SystemMonitor:2477704 [system_monitor.py:_start():145] Starting system asset monitoring threads
2023-11-05 10:33:37,116 INFO    HandlerThread:2477704 [system_monitor.py:probe():201] Collecting system info
2023-11-05 10:33:37,116 INFO    SystemMonitor:2477704 [interfaces.py:start():190] Started cpu monitoring
2023-11-05 10:33:37,116 INFO    SystemMonitor:2477704 [interfaces.py:start():190] Started disk monitoring
2023-11-05 10:33:37,117 INFO    SystemMonitor:2477704 [interfaces.py:start():190] Started gpu monitoring
2023-11-05 10:33:37,117 INFO    SystemMonitor:2477704 [interfaces.py:start():190] Started memory monitoring
2023-11-05 10:33:37,118 INFO    SystemMonitor:2477704 [interfaces.py:start():190] Started network monitoring
2023-11-05 10:33:37,132 DEBUG   HandlerThread:2477704 [system_info.py:probe():196] Probing system
2023-11-05 10:33:37,134 DEBUG   HandlerThread:2477704 [system_info.py:_probe_git():181] Probing git
2023-11-05 10:33:37,158 DEBUG   HandlerThread:2477704 [system_info.py:_probe_git():189] Probing git done
2023-11-05 10:33:37,158 DEBUG   HandlerThread:2477704 [system_info.py:probe():244] Probing system done
2023-11-05 10:33:37,158 DEBUG   HandlerThread:2477704 [system_monitor.py:probe():210] {'os': 'Linux-6.1.0-12-amd64-x86_64-with-glibc2.36', 'python': '3.9.18', 'heartbeatAt': '2023-11-05T05:03:37.132865', 'startedAt': '2023-11-05T05:03:35.742065', 'docker': None, 'cuda': None, 'args': ('--weights', 'yolov7-e6e.pt', '--data', 'data/data.yaml', '--workers', '4', '--batch-size', '8', '--img', '640', '--cfg', 'cfg/training/yolov7-e6e.yaml', '--name', 'yolov7-e6e', '--epochs', '20', '--hyp', 'data/hyp.scratch.p5.yaml', '--device', '1'), 'state': 'running', 'program': '/home/vivek.trivedi/yolov7/train.py', 'codePathLocal': 'train.py', 'codePath': 'train.py', 'git': {'remote': 'https://github.com/WongKinYiu/yolov7.git', 'commit': 'a207844b1ce82d204ab36d87d496728d3d2348e7'}, 'email': None, 'root': '/home/vivek.trivedi/yolov7', 'host': 'passpoli', 'username': 'vivek.trivedi', 'executable': '/home/vivek.trivedi/anaconda3/envs/vivek/bin/python', 'cpu_count': 32, 'cpu_count_logical': 64, 'cpu_freq': {'current': 3307.590437500001, 'min': 1800.0, 'max': 3600.0}, 'cpu_freq_per_core': [{'current': 4282.075, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.548, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.555, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.551, 'min': 1800.0, 'max': 3600.0}, {'current': 2197.028, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.549, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.564, 'min': 1800.0, 'max': 3600.0}, {'current': 3105.336, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 3620.14, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.549, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 4290.255, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.548, 'min': 1800.0, 'max': 3600.0}, {'current': 4290.263, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.55, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.549, 'min': 1800.0, 'max': 3600.0}, {'current': 4291.104, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.547, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.548, 'min': 1800.0, 'max': 3600.0}, {'current': 4102.74, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.557, 'min': 1800.0, 'max': 3600.0}, {'current': 4287.963, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.538, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.553, 'min': 1800.0, 'max': 3600.0}, {'current': 3432.705, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.55, 'min': 1800.0, 'max': 3600.0}, {'current': 4289.422, 'min': 1800.0, 'max': 3600.0}, {'current': 4290.275, 'min': 1800.0, 'max': 3600.0}, {'current': 3159.269, 'min': 1800.0, 'max': 3600.0}, {'current': 2694.281, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.549, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 2224.34, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.557, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.56, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.526, 'min': 1800.0, 'max': 3600.0}, {'current': 4081.313, 'min': 1800.0, 'max': 3600.0}, {'current': 3435.875, 'min': 1800.0, 'max': 3600.0}, {'current': 3426.713, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.543, 'min': 1800.0, 'max': 3600.0}, {'current': 4217.689, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 2700.0, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.546, 'min': 1800.0, 'max': 3600.0}, {'current': 3424.418, 'min': 1800.0, 'max': 3600.0}, {'current': 3436.495, 'min': 1800.0, 'max': 3600.0}, {'current': 3429.631, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.547, 'min': 1800.0, 'max': 3600.0}, {'current': 3415.128, 'min': 1800.0, 'max': 3600.0}, {'current': 4102.725, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.557, 'min': 1800.0, 'max': 3600.0}, {'current': 4288.576, 'min': 1800.0, 'max': 3600.0}, {'current': 3435.893, 'min': 1800.0, 'max': 3600.0}, {'current': 2700.0, 'min': 1800.0, 'max': 3600.0}, {'current': 3433.546, 'min': 1800.0, 'max': 3600.0}, {'current': 1800.0, 'min': 1800.0, 'max': 3600.0}, {'current': 4290.254, 'min': 1800.0, 'max': 3600.0}], 'disk': {'/': {'total': 38.50860595703125, 'used': 17.886428833007812}}, 'gpu': 'NVIDIA RTX A5000', 'gpu_count': 2, 'gpu_devices': [{'name': 'NVIDIA RTX A5000', 'memory_total': 25757220864}, {'name': 'NVIDIA RTX A5000', 'memory_total': 25757220864}], 'memory': {'total': 125.62868118286133}}
2023-11-05 10:33:37,158 INFO    HandlerThread:2477704 [system_monitor.py:probe():211] Finished collecting system info
2023-11-05 10:33:37,158 INFO    HandlerThread:2477704 [system_monitor.py:probe():214] Publishing system info
2023-11-05 10:33:37,158 DEBUG   HandlerThread:2477704 [system_info.py:_save_pip():52] Saving list of pip packages installed into the current environment
2023-11-05 10:33:37,184 DEBUG   HandlerThread:2477704 [system_info.py:_save_pip():68] Saving pip packages done
2023-11-05 10:33:37,184 DEBUG   HandlerThread:2477704 [system_info.py:_save_conda():75] Saving list of conda packages installed into the current environment
2023-11-05 10:33:37,844 INFO    Thread-12 :2477704 [dir_watcher.py:_on_file_created():271] file/dir created: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files/requirements.txt
2023-11-05 10:33:37,845 INFO    Thread-12 :2477704 [dir_watcher.py:_on_file_created():271] file/dir created: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files/conda-environment.yaml
2023-11-05 10:33:42,754 DEBUG   HandlerThread:2477704 [system_info.py:_save_conda():87] Saving conda packages done
2023-11-05 10:33:42,756 INFO    HandlerThread:2477704 [system_monitor.py:probe():216] Finished publishing system info
2023-11-05 10:33:42,766 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: status_report
2023-11-05 10:33:42,766 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: keepalive
2023-11-05 10:33:42,766 DEBUG   SenderThread:2477704 [sender.py:send():380] send: files
2023-11-05 10:33:42,767 INFO    SenderThread:2477704 [sender.py:_save_file():1378] saving file wandb-metadata.json with policy now
2023-11-05 10:33:42,775 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: internal_messages
2023-11-05 10:33:42,775 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: stop_status
2023-11-05 10:33:42,775 DEBUG   SenderThread:2477704 [sender.py:send_request():407] send_request: stop_status
2023-11-05 10:33:42,849 INFO    Thread-12 :2477704 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files/conda-environment.yaml
2023-11-05 10:33:42,849 INFO    Thread-12 :2477704 [dir_watcher.py:_on_file_created():271] file/dir created: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files/wandb-metadata.json
2023-11-05 10:33:43,180 DEBUG   SenderThread:2477704 [sender.py:send():380] send: telemetry
2023-11-05 10:33:43,180 DEBUG   SenderThread:2477704 [sender.py:send():380] send: telemetry
2023-11-05 10:33:43,180 DEBUG   SenderThread:2477704 [sender.py:send():380] send: config
2023-11-05 10:33:43,180 DEBUG   SenderThread:2477704 [sender.py:send():380] send: config
2023-11-05 10:33:43,870 INFO    Thread-12 :2477704 [dir_watcher.py:_on_file_created():271] file/dir created: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files/output.log
2023-11-05 10:33:45,872 INFO    Thread-12 :2477704 [dir_watcher.py:_on_file_modified():288] file/dir modified: /home/vivek.trivedi/yolov7/wandb/run-20231105_103335-rid3xjfh/files/output.log
2023-11-05 10:33:46,287 DEBUG   HandlerThread:2477704 [handler.py:handle_request():144] handle_request: status_report
2023-11-05 10:33:46,302 DEBUG   SenderThread:2477704 [sender.py:send():380] send: exit
